Name,IATA code,UN code,Time zone,Latitude,Longitude,Country
ARAUCA,AUC,AUC,America/Bogota,7.06667,-70.73333,Colombia
GREEN RIVER,RVR,RVR,America/Puerto_Rico,38.96667,-110.25,United States
ARUBA,AUA,AUA,America/Aruba,12.5,-70.01667,Aruba
REIVILO,RVO,RVO,Africa/Johannesburg,-27.6,24.13333,South Africa
ROVANIEMI,RVN,RVN,Europe/Helsinki,66.56667,25.83333,Finland
ASYUT,ATZ,ATZ,Africa/Cairo,27.05,31.01667,Egypt
RORVIK,RVK,RVK,Europe/Oslo,64.9,11.25,Norway
WATERTOWN,ATY,ATY,America/Chicago,44.91667,-97.15,United States
ATBASAR,ATX,ATX,Asia/Qyzylorda,51.88333,68.4,Kazakhstan
APPLETON,ATW,ATW,America/Chicago,44.26667,-88.51667,United States
ATI,ATV,ATV,Africa/Ndjamena,13.23333,18.31667,Chad
ATTU ISLAND,ATU,ATU,America/Anchorage,52.83333,173.1833,United States
ATMAUTLUAK,ATT,ATT,America/Anchorage,61,-162.75,United States
SARAVENA,RVE,RVE,America/Bogota,6.91667,-71.9,Colombia
RIO VERDE,RVD,RVD,America/Sao_Paulo,-16.66667,-49.21667,Brazil
ARTESIA,ATS,ATS,America/Denver,32.85,-104.4667,United States
ATAR,ATR,ATR,Africa/Nouakchott,20.5,-13.05,Mauritania
RIVER CESS,RVC,RVC,Africa/Monrovia,5.46667,-9.58333,Liberia
AMRITSAR,ATQ,ATQ,Asia/Calcutta,31.7,74.8,India
FARAFANGANA,RVA,RVA,Indian/Antananarivo,-22.8,47.83333,Madagascar
AITAPE,ATP,ATP,Pacific/Port_Moresby,-3.13333,142.35,Papua New Guinea
ATHENS,ATO,ATO,America/New_York,39.33333,-82.1,United States
NAMATANAI,ATN,ATN,Pacific/Port_Moresby,-3.66667,152.45,Papua New Guinea
ALTAMIRA,ATM,ATM,America/Boa_Vista,-3.2,-52.21667,Brazil
ATLANTA,ATL,ATL,America/New_York,33.65,-84.43333,United States
ATQASUK,ATK,ATK,America/Anchorage,70.46667,-157.3333,United States
ANTSIRABE,ATJ,ATJ,Indian/Antananarivo,-19.08333,47.06667,Madagascar
ARTIGAS,ATI,ATI,America/Montevideo,-30.41667,-56.51667,Uruguay
COPAN,RUY,RUY,America/Tegucigalpa,14.83333,-89.13333,Honduras
ATHENS,ATH,ATH,Europe/Athens,37.93639,23.94444,Greece
ATTOCK,ATG,ATG,Asia/Karachi,33.9,72.25,Pakistan
AMBATO,ATF,ATF,America/Guayaquil,-1.2,-78.56667,Ecuador
RUBELSANTO,RUV,RUV,America/Guatemala,15.83333,-90.33333,Guatemala
KAWBENABERI,RUU,RUU,Pacific/Port_Moresby,-5.3,144.25,Papua New Guinea
ANTLERS,ATE,ATE,America/Chicago,34.23333,-95.61667,United States
ATOIFI,ATD,ATD,Pacific/Guadalcanal,-8.86667,161.0333,Solomon Islands
RUTLAND,RUT,RUT,America/New_York,43.53333,-72.95,United States
OSORNO,ZOS,ZOS,America/Santiago,-40.6,-73.03333,Chile
Romblon,,ROM,Asia/Manila,12.34,122.16,Philippines
Rottweil,,ROL,Europe/Berlin,,,Germany
ROCKHAMPTON,ROK,ROK,Australia/Brisbane,-23.36667,150.4833,Australia
ARDMORE,AMZ,AMZ,Pacific/Auckland,-37.03333,174.9667,New Zealand
AMBATOMAINTY,AMY,AMY,Indian/Antananarivo,-17.68333,45.66667,Madagascar
AMMAROO,AMX,AMX,Australia/Darwin,-21.73333,135.2333,Australia
ROI ET (MUANG),ROI,ROI,Asia/Bangkok,16.08333,103.6333,Thailand
ROBINHOOD,ROH,ROH,Australia/Brisbane,-18.85,143.7,Australia
AMES,AMW,AMW,America/Chicago,42,-93.61667,United States
Elverum,,ELV,Europe/Oslo,,,Norway
ROGERS,ROG,ROG,America/Chicago,36.33333,-94.11667,United States
AMDERMA,AMV,AMV,Europe/Moscow,69.76667,61.55,Russian Federation
AMANAB,AMU,AMU,Pacific/Port_Moresby,-3.51667,141.25,Papua New Guinea
Boston,,YBS,America/New_York,42.37,-78.44,United States
AMATA,AMT,AMT,Australia/Adelaide,-26.2,131.1167,Australia
ATKAMBA,ABP,ABP,Pacific/Port_Moresby,-6.06667,141.1,Papua New Guinea
AMSTERDAM,AMS,AMS,Europe/Amsterdam,52.30806,4.76417,Netherlands
ROBERTSON,ROD,ROD,Africa/Johannesburg,-33.76667,19.83333,South Africa
ROCHESTER,ROC,ROC,America/New_York,43.11667,-77.66667,United States
AMBON,AMQ,AMQ,Asia/Jayapura,-3.7,128.0833,Indonesia
AMPANIHY,AMP,AMP,Indian/Antananarivo,-24.7,44.73333,Madagascar
ROANOKE,ROA,ROA,America/New_York,37.31667,-79.98333,United States
MAO,AMO,AMO,Africa/Ndjamena,14.11667,15.31667,Chad
ALMA,AMN,AMN,America/New_York,43.38333,-84.65,United States
AMMAN,AMM,AMM,Asia/Amman,31.96667,35.98333,Jordan
PUERTO ARMUELLES,AML,AML,America/Panama,8.3,-82.86667,Panama
RENSSELAER,RNZ,RNZ,America/Chicago,40.95,-87.15,United States
ALMENARA,AMJ,AMJ,America/Sao_Paulo,-16.18333,-40.68333,Brazil
MATARAM,AMI,AMI,Asia/Makassar,-8.56667,116.1,Indonesia
ARBA MINCH,AMH,AMH,Africa/Addis_Ababa,6,37.5,Ethiopia
AMBOIN,AMG,AMG,Pacific/Port_Moresby,-4.6,143.5,Papua New Guinea
AMA,AMF,AMF,Pacific/Port_Moresby,-4.16667,141.6667,Papua New Guinea
RANAU,RNU,RNU,Asia/Kuala_Lumpur,5.95,116.6667,Malaysia
ALTO MOLOCUE,AME,AME,Africa/Maputo,-15.65,37.68333,Mozambique
RENTON,RNT,RNT,America/Los_Angeles,47.46667,-122.2,United States
AHMEDABAD,AMD,AMD,Asia/Calcutta,23.06667,72.63333,India
Reno,,RO4,America/Los_Angeles,39.22,-81.23,United States
AM TIMAN,AMC,AMC,Africa/Ndjamena,11.03333,20.28333,Chad
RENNES,RNS,RNS,Europe/Paris,48.07194,-1.73222,France
AMBILOBE,AMB,AMB,Indian/Antananarivo,-13.18333,48.98333,Madagascar
ROBINSON RIVER,RNR,RNR,Pacific/Port_Moresby,-10.15,148.8167,Papua New Guinea
AMARILLO,AMA,AMA,America/Chicago,35.23333,-101.7,United States
RONGELAP ISLAND,RNP,RNP,Pacific/Majuro,11.15,166.8833,Marshall Islands
RENO,RNO,RNO,America/Los_Angeles,39.5,-119.7667,United States
BORNHOLM,RNN,RNN,Europe/Copenhagen,55.06333,14.75944,Denmark
QARN ALAM,RNM,,America/Los_Angeles,21.37694,57.05333,Oman
ROSH PINA,RPN,RPN,Asia/Jerusalem,32.98333,35.56667,Israel
NGUKURR,RPM,RPM,Australia/Darwin,-14.83333,134.9167,Australia
ANGUS DOWNS STATION,ANZ,ANZ,Australia/Darwin,-25.08333,132.1667,Australia
Wiesbaden,,WIB,Europe/Berlin,,,Germany
ANTHONY,ANY,ANY,America/Chicago,37.15,-98.03333,United States
ANDENES,ANX,ADN,Europe/Oslo,69.31667,16.11667,Norway
AINSWORTH,ANW,ANW,America/Chicago,42.58333,-99.98333,United States
ANVIK,ANV,ANV,America/Anchorage,62.65,-160.2167,United States
ANTIGUA,ANU,ANU,America/Antigua,17.33333,-61.75,Antigua and Barbuda
ANDAHUAYLAS,ANS,ANS,America/Lima,-13.65,-73.41667,Peru
ANTWERP,ANR,ANR,Europe/Brussels,51.18333,4.46667,Belgium
ROPER BAR,RPB,RPB,Australia/Darwin,-14.75,134.55,Australia
ANGOLA,ANQ,ANQ,America/New_York,41.63333,-85,United States
ANNAPOLIS,ANP,ANP,America/New_York,38.98333,-76.5,United States
ROLPA,RPA,RPA,Asia/Katmandu,28.7,82.65,Nepal
ANGOCHE,ANO,ANO,Africa/Maputo,-16.16667,39.93333,Mozambique
ANNETTE ISLAND,ANN,ANN,America/Anchorage,55.03333,-131.5667,United States
ANTALAHA,ANM,ANM,Indian/Antananarivo,-15,50.33333,Madagascar
ANDULO,ANL,ANL,Africa/Luanda,-11.5,16.75,Angola
ANKARA,ANK,ANK,Europe/Istanbul,40.13333,33,Turkey
ROTA,ROZ,ROZ,Europe/Madrid,36.64528,-6.34944,Spain
ZANAGA,ANJ,ANJ,Africa/Brazzaville,-2.85,13.83333,Congo
ANIAK,ANI,ANI,America/Anchorage,61.58333,-159.5333,United States
RIO MAYO,ROY,ROY,America/Cordoba,-45.71667,-70.25,Argentina
ROSEAU,ROX,ROX,America/Chicago,48.85,-95.76667,United States
Anholt,,ANH,Europe/Copenhagen,,,Denmark
ROSWELL,ROW,ROW,America/Denver,33.41667,-104.55,United States
Angaur,,ANG,Pacific/Palau,,,Palau
ROSTOV,ROV,ROV,Europe/Moscow,47.33333,39.7,Russian Federation
ANTOFAGASTA,ANF,ANF,America/Santiago,-23.43333,-70.43333,Chile
RUSE,ROU,,Europe/Sofia,43.69472,26.05667,Bulgaria
ANGERS,ANE,ANE,Europe/Paris,47.56028,-0.31222,France
Rota,,ROT,Europe/Madrid,,,Spain
Ardenno,AND,AND,America/New_York,46.1,9.39,Italy
ANCHORAGE,ANC,ANC,America/Anchorage,61.16667,-149.9833,United States
ROSARIO,ROS,ROS,America/Cordoba,-32.83333,-60.71667,Argentina
ANNISTON,ANB,ANB,America/Chicago,33.58333,-85.85,United States
KOROR,ROR,ROR,Pacific/Palau,7.35,134.4667,Palau
ANAHEIM,ANA,ANA,America/Los_Angeles,33.85,-117.95,United States
ROTA,ROP,ROP,Pacific/Saipan,14.16667,145.25,Northern Mariana Islands
RONDONOPOLIS,ROO,ROO,America/Campo_Grande,-16.48333,-54.61667,Brazil
PAIPA,RON,RON,America/Bogota,6.3,-71.08333,Colombia
ATTAPEU,AOU,AOU,Asia/Vientiane,14.8,106.8167,Lao People&#39;s Democratic Republic
BOUAR,BOP,BOP,Africa/Bangui,5.96667,15.63333,Central African Republic
AOSTA,AOT,AOT,Europe/Rome,45.73861,7.36806,Italy
AMOOK BAY,AOS,AOS,America/Anchorage,57.46667,-153.8333,United States
Avord,,AOR,Europe/Paris,47.02,2.39,France
ANDOAS,AOP,,America/Lima,-2.79139,-76.47472,Peru
ALTOONA,AOO,AOO,America/New_York,40.3,-78.31667,United States
ARONA,AON,AON,Pacific/Port_Moresby,-6.25,145.9667,Papua New Guinea
ADAM,AOM,,Asia/Muscat,22.49722,57.38333,Oman
PASO DE LOS LIBRES,AOL,AOL,America/Cordoba,-29.68333,-57.15,Argentina
KARPATHOS,AOK,AOK,Europe/Athens,35.42139,27.14611,Greece
AOMORI,AOJ,AOJ,Asia/Tokyo,40.73333,140.7,Japan
ANCONA,AOI,AOI,Europe/Rome,43.61667,13.36028,Italy
ROUNDUP,RPX,RPX,America/Denver,46.43333,-108.5333,United States
LIMA,AOH,AOH,America/New_York,40.71667,-84.1,United States
Lumbo,,LMO,Africa/Maputo,,,Mozambique
ANSHAN,AOG,AOG,Asia/Shanghai,41.16667,123.0333,China
ROPER VALLEY,RPV,RPV,Australia/Darwin,-15.03333,134.0333,Australia
Republic,,RPU,America/Los_Angeles,48.39,-118.44,United States
Eskisehir,AOE,ESK,Europe/Istanbul,,,Turkey
ABOU DEIA,AOD,AOD,Africa/Ndjamena,11.46667,19.28333,Chad
ALTENBURG,AOC,NBI,Europe/Berlin,50.98333,12.46667,Germany
RAIPUR,RPR,RPR,Asia/Calcutta,21.18333,81.73333,India
ANNANBERG,AOB,AOB,Pacific/Port_Moresby,-4.91667,144.6667,Papua New Guinea
AROA,AOA,AOA,Pacific/Port_Moresby,-9.03333,146.75,Papua New Guinea
SORRENTO,RRO,RRO,Europe/Rome,40.61667,14.36667,Italy
Raron,,RRN,Europe/Zurich,46.18,7.48,Switzerland
MARROMEU,RRM,RRM,Africa/Maputo,-18.28333,35.93333,Mozambique
MERRILL,RRL,RRL,America/Chicago,45.18333,-89.68333,United States
ROURKELA,RRK,RRK,Asia/Calcutta,22.26667,84.81667,India
ZAPALA,APZ,APZ,America/Cordoba,-38.91667,-70.08333,Argentina
ALTO PARNAIBA,APY,APY,America/Fortaleza,-9.1,-45.96667,Brazil
ARAPONGAS,APX,APX,America/Sao_Paulo,-23.38333,-51.95,Brazil
BARORA,RRI,RRI,Pacific/Guadalcanal,-7.6,158.4,Solomon Islands
APIA,APW,APW,Pacific/Apia,-13.83333,-171.75,Samoa
RODRIGUES IS,RRG,RRG,Indian/Mauritius,-19.73333,63.43333,Mauritius
APPLE VALLEY,APV,APV,America/Los_Angeles,34.51667,-117.2167,United States
APUCARANA,APU,APU,America/Sao_Paulo,-23.55,-51.48333,Brazil
MARREE,RRE,RRE,Australia/Adelaide,-29.65,138.0667,Australia
JASPER,APT,APT,America/Chicago,35.06667,-85.63333,United States
ANAPOLIS,APS,APS,America/Sao_Paulo,-16.33333,-48.96667,Brazil
APRIL RIVER,APR,APR,Pacific/Port_Moresby,-4.3,142.4333,Papua New Guinea
ARAPIRACA,APQ,APQ,America/Fortaleza,-9.75,-36.65,Brazil
Meaux,,MEA,Europe/Paris,,,France
Scranton,,RRA,America/New_York,35.21,-93.32,United States
ASAPA,APP,APP,Pacific/Port_Moresby,-8.98333,148.1333,Papua New Guinea
APARTADO,APO,APO,America/Bogota,7.03333,-77.2,Colombia
ALPENA,APN,APN,America/New_York,45.08333,-83.55,United States
NAMPULA,APL,APL,Africa/Maputo,-15.1,39.28333,Mozambique
APATAKI,APK,APK,Pacific/Tahiti,-15.08333,-145.3333,French Polynesia
APIAY,API,API,America/Bogota,4.06667,-73.05,Colombia
BOWLING GREEN,APH,APH,America/New_York,38.05,-77.35,United States
QAYYARAH,RQW,,Asia/Baghdad,35.76694,43.125,Iraq
ABERDEEN,APG,APG,America/New_York,39.51667,-76.16667,United States
NAPLES,APF,APF,America/New_York,26.15,-81.76667,United States
SAN JUAN APOSENTO,APE,APE,America/Lima,-15.35,-75.16667,Peru
NAPA,APC,APC,America/Los_Angeles,38.45,-122.2167,United States
APOLO,APB,APB,America/La_Paz,-14.71667,-68.5,"Bolivia, Plurinational State of"
ROKOT,RKI,RKI,Asia/Jakarta,-0.95,100.75,Indonesia
ROCK HILL,RKH,RKH,America/New_York,34.93333,-81.01667,United States
AI AIS,AIW,AIW,Africa/Windhoek,-27.98333,17.58333,Namibia
ALICEVILLE,AIV,AIV,America/Chicago,33.1,-88.2,United States
ATIU ISLAND,AIU,AIU,Pacific/Rarotonga,-20.03333,-158.1,Cook Islands
AITUTAKI ISLAND,AIT,AIT,Pacific/Rarotonga,-18.85,-159.75,Cook Islands
ROCKLAND,RKD,RKD,America/New_York,44.06667,-69.1,United States
ARORAE,AIS,AIS,TimeZoneNotFound,-2.63333,176.8167,Kiribati
YREKA,RKC,RKC,America/Los_Angeles,41.73333,-122.6333,United States
ARIPUANA,AIR,AIR,America/Campo_Grande,-14.41667,-56.45,Brazil
COATESVILLE,CTH,CTH,America/New_York,39.96667,-75.81667,United States
ARATIKA,RKA,,Pacific/Tahiti,-15.48333,-145.4667,French Polynesia
ATLANTIC,AIO,AIO,America/Chicago,41.4,-95.01667,United States
WAINWRIGHT,AIN,AIN,America/Anchorage,70.63333,-160.0333,United States
AILUK ISLAND,AIM,AIM,Pacific/Majuro,10.2,169.9833,Marshall Islands
AILIGANDI,AIL,AIL,America/Panama,9.23333,-78.01667,Panama
KUALA LUMPUR,KUL,KUL,Asia/Kuala_Lumpur,2.75,101.7,Malaysia
AIKEN,AIK,AIK,America/New_York,33.65,-81.68333,United States
ALI SABIEH,AII,AII,Africa/Djibouti,11.15,42.71667,Djibouti
Vrsac,,VRS,Europe/Belgrade,45.07,21.18,Serbia
YALINGA,AIG,AIG,Africa/Bangui,6.51667,23.25,Central African Republic
ASSIS,AIF,AIF,America/Sao_Paulo,-22.66667,-50.41667,Brazil
AIOME,AIE,AIE,Pacific/Port_Moresby,-5.13333,144.7333,Papua New Guinea
ANDERSON,AID,AID,America/New_York,40.16667,-85.68333,United States
AIROK,AIC,AIC,Pacific/Majuro,7.1,171.2333,Marshall Islands
ALLIANCE,AIA,AIA,America/Denver,42.06667,-102.8,United States
RAFSANJAN,RJN,RJN,Asia/Tehran,30.29694,56.05667,"Iran, Islamic Republic of"
LOGRONO,RJL,RJL,Europe/Madrid,42.45694,-2.32361,Spain
Almhult,,ALM,Europe/Stockholm,,,Sweden
L&#39;ALPE D&#39;HUEZ,AHZ,AHZ,Europe/Paris,45.08833,6.08472,France
RIJEKA,RJK,RJK,Europe/Zagreb,45.33333,14.58333,Croatia
AMBATOLAHY,AHY,AHY,Indian/Antananarivo,-20.01667,45.53333,Madagascar
RAJAURI,RJI,RJI,Asia/Calcutta,33.36667,74.3,India
AGADEZ,AJY,AJY,Africa/Niamey,16.96667,7.98333,Niger
ROSTOCK,RLG,RSK,Europe/Berlin,53.91806,12.27833,Germany
ARACAJU,AJU,AJU,America/Fortaleza,-10.9,-37.06667,Brazil
RICHLAND,RLD,RLD,America/Los_Angeles,46.3,-119.3,United States
Moorsele,,MOO,Europe/Brussels,50.5,3.09,Belgium
PUNTA ABREOJOS,AJS,AJS,America/Mazatlan,26.73333,-113.5833,Mexico
Richland Center,,RLC,America/Chicago,,,United States
ARVIDSJAUR,AJR,AJR,Europe/Stockholm,65.58333,19.28333,Sweden
ROLLA,RLA,RLA,America/Chicago,38.13333,-91.78333,United States
ANJOUAN,AJN,AJN,Indian/Comoro,-12.13333,44.43333,Comoros
AIZAWL,AJL,AJL,Asia/Calcutta,23.73333,92.71667,India
ARAAK,AJK,,Asia/Tehran,34.08806,49.68472,"Iran, Islamic Republic of"
XIGAZE RIKAZE,RKZ,RKZ,Asia/Chongqing,29.35194,89.31,China
AKJOUJT,AJJ,AJJ,Africa/Nouakchott,19.73333,-14.38333,Mauritania
AGRI,AJI,AJI,Europe/Istanbul,39.65,43.025,Turkey
ROKEBY,RKY,RKY,Australia/Brisbane,-13.65,142.6167,Australia
ROCKWOOD,RKW,RKW,America/Chicago,35.91667,-84.68333,United States
JOUF,AJF,AJF,Asia/Riyadh,29.93333,40.2,Saudi Arabia
YULE ISLAND,RKU,RKU,Pacific/Port_Moresby,-8.81667,146.5167,Papua New Guinea
RAS AL KHAIMAH,RKT,RKT,Asia/Dubai,25.75,56,United Arab Emirates
ROCK SPRINGS,RKS,RKS,America/Denver,41.6,-109.0667,United States
POTEAU,RKR,RKR,America/Chicago,35.05,-94.61667,United States
AJACCIO,AJA,AJA,Europe/Paris,41.92389,8.8025,France
ROCKPORT,RKP,RKP,America/Chicago,28.08333,-97.03333,United States
KAISER LAKE OZARK,AIZ,AIZ,America/Chicago,38.1,-92.55,United States
ATLANTIC CITY,AIY,AIY,America/New_York,39.36667,-74.45,United States
RENMARK,RMK,RMK,Australia/Adelaide,-34.2,140.6833,Australia
SITTWE,AKY,AKY,Asia/Rangoon,20.11667,92.86667,Myanmar
AKTOBE,AKX,AKX,Asia/Oral,50.25,57.21667,Kazakhstan
RIMINI,RMI,RMI,Europe/Rome,44.01944,12.60944,Italy
AGHAJARI,AKW,AKW,Asia/Tehran,30.75,49.68333,"Iran, Islamic Republic of"
AKULIVIK,AKV,AKV,America/Toronto,60.73333,-78.58333,Canada
ROME,RMG,RMG,America/New_York,34.35,-85.16667,United States
MARSA ALAM,RMF,RMF,Africa/Cairo,25.63333,34.56667,Egypt
AKSU,AKU,AKU,Asia/Chongqing,38.66667,75.66667,China
ROME,RME,RME,America/New_York,43.23361,-75.40694,United States
AKROTIRI,AKT,AKT,Europe/London,35.59056,32.98778,Cyprus
AUKI,AKS,AKS,Pacific/Guadalcanal,-8.66667,160.6667,Solomon Islands
RAMAGUNDAM,RMD,RMD,Asia/Calcutta,18.76667,79.4,India
AKURE,AKR,AKR,Africa/Lagos,7.25,5.2,Nigeria
BURAIMI,RMB,RMB,Asia/Muscat,24.25,55.78333,Oman
MENGGALA,AKQ,,Asia/Jakarta,-4.61667,105.2333,Indonesia
ANAKTUVUK PASS,AKP,AKP,America/Anchorage,68.13333,-151.7333,United States
ROMA,RMA,RMA,Australia/Brisbane,-26.55,148.7667,Australia
AKRON,AKO,AKO,America/Denver,40.16667,-103.2167,United States
KING SALMON,AKN,AKN,America/Anchorage,58.51667,-156.6333,United States
ZAKOUMA,AKM,AKM,Africa/Ndjamena,10.88333,19.81667,Chad
AUCKLAND,AKL,AKL,Pacific/Auckland,-37.01667,174.8,New Zealand
AKHIOK,AKK,AKK,America/Anchorage,56.95,-154.1667,United States
ASAHIKAWA,AKJ,AKJ,Asia/Tokyo,43.5,142.5,Japan
AKIAK,AKI,AKI,America/Anchorage,60.9,-161.2333,United States
AL KHARJ,AKH,AKH,Asia/Riyadh,24.06333,47.58056,Saudi Arabia
ANGUGANAK,AKG,AKG,Pacific/Port_Moresby,-3.58333,142.25,Papua New Guinea
KUFRA,AKF,AKF,Africa/Tripoli,24.2,23.31667,Libya
AKIENI,AKE,AKE,Africa/Libreville,-1.16667,13.91667,Gabon
AKOLA,AKD,AKD,Asia/Calcutta,20.66667,77.08333,India
ARLIT,RLT,RLT,Africa/Niamey,18.78333,7.36667,Niger
ISALO,RLR,,Indian/Antananarivo,-22.64528,45.32361,Madagascar
ATKA,AKB,AKB,America/Anchorage,52.2,-174.2,United States
ANKANG,AKA,AKA,Asia/Chongqing,32.5,109,China
ROSELLA PLAINS,RLP,RLP,Australia/Brisbane,-18.43333,144.4667,Australia
Caslav,,CSV,Europe/Prague,49.55,15.24,Czech Republic
MERLO,RLO,RLO,America/Cordoba,-32.35,-65.03333,Argentina
Reichelsheim,,RLM,Europe/Berlin,49.42,8.56,Germany
Edinburgh,,EBH,Australia/Adelaide,,,Australia
BAYANNUR,RLK,,Asia/Chongqing,40.92639,107.7389,China
RENNELL ISLAND,RNL,RNL,Pacific/Guadalcanal,-11.66667,160.3,Solomon Islands
ALITAK,ALZ,ALZ,America/Anchorage,56.88333,-154.2333,United States
ALEXANDRIA,ALY,ALY,Africa/Cairo,31.18333,29.95,Egypt
YORON,RNJ,RNJ,Asia/Tokyo,27.03333,128.4333,Japan
ALEXANDER CITY,ALX,ALX,America/New_York,32.93333,-85.95,United States
CORN ISLAND,RNI,RNI,America/Managua,12.08333,-83.06667,Nicaragua
WALLA WALLA,ALW,ALW,America/Los_Angeles,46.1,-118.3,United States
NEW RICHMOND,RNH,RNH,America/Chicago,45.11667,-92.53333,United States
RANGELY,RNG,RNG,America/Denver,40.08333,-108.75,United States
Alverca,,ALV,Europe/Lisbon,38.54,-9.02,Portugal
Springfield,,RNF,America/Chicago,37.41,-85.13,United States
ALULA,ALU,ALU,Africa/Mogadishu,11.88333,50.66667,Somalia
ALENQUER,ALT,ALT,America/Boa_Vista,-1.93333,-54.73333,Brazil
ROANNE,RNE,RNE,Europe/Paris,46.05278,3.99972,France
PLENTYWOOD,PWD,PWD,America/Denver,48.76667,-104.55,United States
ALAMOSA,ALS,ALS,America/Denver,37.43333,-105.8667,United States
MCMINNVILLE,RNC,RNC,Europe/Amsterdam,51.5,3.61667,United States
ALEXANDRA,ALR,ALR,Pacific/Auckland,-45.21667,169.3667,New Zealand
Otaru,,OTR,Asia/Tokyo,,,Japan
ALEGRETE,ALQ,ALQ,America/Sao_Paulo,-29.8,-55.73333,Brazil
RONNEBY/KARLSKRONA,RNB,RNB,Europe/Stockholm,56.26667,15.26667,Sweden
Ronda,,RNA,Europe/Madrid,,,Spain
ALEPPO,ALP,ALP,Asia/Damascus,36.18333,37.23333,Syrian Arab Republic
WATERLOO,ALO,ALO,America/Chicago,42.55,-92.38333,United States
ALTON,ALN,ALN,America/Chicago,38.88333,-90.16667,United States
ALAMOGORDO,ALM,ALM,America/Denver,32.83333,-106,United States
Allerod,,ALL,Europe/Copenhagen,55.52,12.23,Denmark
ASELA,ALK,,Africa/Addis_Ababa,7.96667,39.11667,Ethiopia
ALEXANDER BAY,ALJ,ALJ,Africa/Johannesburg,-28.61667,16.53333,South Africa
MARIPOSA,RMY,RMY,America/New_York,37.51083,-120.0394,United States
ALICE,ALI,ALI,America/Chicago,27.73333,-98.01667,United States
ALBANY,ALH,ALH,Australia/Perth,-34.95,117.8,Australia
ALGIERS,ALG,ALG,Africa/Algiers,36.7,3.21667,Algeria
ALTA,ALF,ALF,Europe/Oslo,69.98333,23.36667,Norway
CORVERA,RMU,,Europe/Madrid,37.79333,-1.14028,Spain
ALPINE,ALE,ALE,America/Chicago,30.38333,-103.6833,United States
ALERTA,ALD,ALD,America/Lima,-11.7,-69.35,Peru
RIMATARA,RMT,,TimeZoneNotFound,-22.63972,-152.8086,French Polynesia
ALICANTE,ALC,ALC,Europe/Madrid,38.38333,-0.5,Spain
RAMSTEIN,RMS,RMS,Europe/Berlin,49.43694,7.60028,Germany
ALBANY,ALB,ALB,America/New_York,42.73333,-73.8,United States
ALMATY,ALA,ALA,Asia/Qyzylorda,43.31667,76.91667,Kazakhstan
TAICHUNG,RMQ,,Asia/Taipei,24.265,120.6208,"Taiwan, Province of China"
RAMPART,RMP,RMP,America/Anchorage,65.5,-150.15,United States
Tillamook,,TLM,America/Los_Angeles,,,United States
RUMGINAE,RMN,RMN,Pacific/Port_Moresby,-5.91667,141.3,Papua New Guinea
BANGASSOU,BGU,BGU,Africa/Lubumbashi,4.78333,22.8,Central African Republic
SIMARA,SIF,SIF,Asia/Katmandu,27,85.53333,Nepal
Silver Springs,,SIE,America/Los_Angeles,,,United States
BAGDAD,BGT,BGT,America/Phoenix,34.56667,-113.1833,United States
SAL ISLAND,SID,SID,Atlantic/Cape_Verde,16.75,-22.95,Cape Verde
SAN JOSE ISLAND,SIC,,Europe/Istanbul,9.23861,-78.22472,Panama
BANGOR,BGR,BGR,America/New_York,44.8,-68.81667,United States
SIBITI,SIB,SIB,Europe/Bucharest,-3.73333,13.4,Congo
BIG LAKE,BGQ,BGQ,America/Anchorage,61.53333,-149.8167,United States
XI AN,SIA,SIA,Asia/Chongqing,34.25,108.8667,China
BONGO,BGP,,Africa/Libreville,-2.16667,10.21667,Gabon
BERGEN,BGO,BGO,Europe/Oslo,60.3,5.21667,Norway
BELAYA GORA,BGN,,TimeZoneUnrecognized,68.55694,146.2311,Russian Federation
BINGHAMTON,BGM,BGM,America/New_York,42.21667,-75.98333,United States
BAGLUNG,BGL,BGL,Asia/Katmandu,28.21667,83.66667,Nepal
BIG CREEK,BGK,BGK,America/Belize,16.51667,-88.41667,Belize
SESHOTE,SHZ,SHZ,Africa/Maseru,-30.58333,28,Lesotho
BORGARFJORDUR EYSTRI,BGJ,BGJ,Atlantic/Reykjavik,65.51639,-13.805,Iceland
SHINYANGA,SHY,SHY,Africa/Dar_es_Salaam,-3.66667,33.43333,"Tanzania, United Republic of"
Bougouni,,BGI,Africa/Bamako,11.24,-7.29,Mali
SHAGELUK,SHX,SHX,America/Anchorage,62.63333,-159.5833,United States
BOGUE,BGH,BGH,Africa/Nouakchott,16.63333,-14.2,Mauritania
SHARURAH,SHW,SHW,Asia/Riyadh,17.41667,47.1,Saudi Arabia
BINGOL,BGG,,Europe/Istanbul,38.86083,40.59222,Turkey
SHREVEPORT,SHV,SHV,America/Chicago,32.45,-93.81667,United States
BANGUI,BGF,BGF,Africa/Bangui,4.38333,18.56667,Central African Republic
SMITH POINT,SHU,SHU,Australia/Darwin,-11.16667,133.8333,Australia
BAINBRIDGE,BGE,BGE,America/New_York,30.9,-84.6,United States
Satenas,,SAS,Europe/Stockholm,58.26,12.42,Sweden
SHEPPARTON,SHT,SHT,Australia/Hobart,-36.43333,145.4,Australia
BORGER,BGD,BGD,America/Chicago,35.65,-101.4,United States
JINGZHOU,SHS,SHS,Asia/Shanghai,30.31667,112.2333,China
BRAGANCA,BGC,BGC,Europe/Lisbon,41.81667,-6.75,Portugal
